Joan_var,Pere_var,Marta_var,Claudia_var,Marc_var,Maria_var
1189.03,1748.68,1706.38,1975.27,2603.18,2186.16
1189.03,1748.68,1706.38,1975.27,2603.18,2186.16
1189.03,1748.68,1706.38,1975.27,2603.18,2186.16
1189.03,1766.17,1706.38,1975.27,2603.18,2186.16
1189.03,1766.17,1706.38,1995.02,2603.18,2186.16
1189.03,1766.17,1706.38,1995.02,2603.18,2186.16
1189.03,1766.17,1706.38,1995.02,2603.18,2208.02
1189.03,1766.17,1706.38,1995.02,2603.18,2208.02
1200.92,1766.17,1706.38,1995.02,2629.21,2208.02
1200.92,1766.17,1706.38,1995.02,2629.21,2208.02
1200.92,1766.17,1706.38,1995.02,2629.21,2208.02
1200.92,1766.17,1706.38,1995.02,2629.21,2208.02
1200.92,1766.17,1723.44,1995.02,2629.21,2208.02
1200.92,1766.17,1723.44,1995.02,2629.21,2208.02
1200.92,1766.17,1723.44,1995.02,2629.21,2208.02
1200.92,1783.83,1723.44,1995.02,2629.21,2208.02
1200.92,1783.83,1723.44,2014.97,2629.21,2208.02
1200.92,1783.83,1723.44,2014.97,2629.21,2208.02
1200.92,1783.83,1723.44,2014.97,2629.21,2230.1
1200.92,1783.83,1723.44,2014.97,2629.21,2230.1
1212.93,1783.83,1723.44,2014.97,2655.5,2230.1
1212.93,1783.83,1723.44,2014.97,2655.5,2230.1
1212.93,1783.83,1723.44,2014.97,2655.5,2230.1
1212.93,1783.83,1723.44,2014.97,2655.5,2230.1
1212.93,1783.83,1740.67,2014.97,2655.5,2230.1
1212.93,1783.83,1740.67,2014.97,2655.5,2230.1
1212.93,1783.83,1740.67,2014.97,2655.5,2230.1
1212.93,1801.67,1740.67,2014.97,2655.5,2230.1
1212.93,1801.67,1740.67,2035.12,2655.5,2230.1
1212.93,1801.67,1740.67,2035.12,2655.5,2230.1
1212.93,1801.67,1740.67,2035.12,2655.5,2252.4
1212.93,1801.67,1740.67,2035.12,2655.5,2252.4
1225.06,1801.67,1740.67,2035.12,2682.06,2252.4
1225.06,1801.67,1740.67,2035.12,2682.06,2252.4
1225.06,1801.67,1740.67,2035.12,2682.06,2252.4
1225.06,1801.67,1740.67,2035.12,2682.06,2252.4
1225.06,1801.67,1758.08,2035.12,2682.06,2252.4
1225.06,1801.67,1758.08,2035.12,2682.06,2252.4
1225.06,1801.67,1758.08,2035.12,2682.06,2252.4
1225.06,1819.68,1758.08,2035.12,2682.06,2252.4
1225.06,1819.68,1758.08,2055.47,2682.06,2252.4
1225.06,1819.68,1758.08,2055.47,2682.06,2252.4
1225.06,1819.68,1758.08,2055.47,2682.06,2274.92
1225.06,1819.68,1758.08,2055.47,2682.06,2274.92
1237.31,1819.68,1758.08,2055.47,2708.88,2274.92
1237.31,1819.68,1758.08,2055.47,2708.88,2274.92
1237.31,1819.68,1758.08,2055.47,2708.88,2274.92
1237.31,1819.68,1758.08,2055.47,2708.88,2274.92
1237.31,1819.68,1775.66,2055.47,2708.88,2274.92
1237.31,1819.68,1775.66,2055.47,2708.88,2274.92
1237.31,1819.68,1775.66,2055.47,2708.88,2274.92
1237.31,1837.88,1775.66,2055.47,2708.88,2274.92
1237.31,1837.88,1775.66,2076.02,2708.88,2274.92
1237.31,1837.88,1775.66,2076.02,2708.88,2274.92
1237.31,1837.88,1775.66,2076.02,2708.88,2297.67
1237.31,1837.88,1775.66,2076.02,2708.88,2297.67
1249.68,1837.88,1775.66,2076.02,2735.96,2297.67
1249.68,1837.88,1775.66,2076.02,2735.96,2297.67
1249.68,1837.88,1775.66,2076.02,2735.96,2297.67
1249.68,1837.88,1775.66,2076.02,2735.96,2297.67
1249.68,1837.88,1793.42,2076.02,2735.96,2297.67
1249.68,1837.88,1793.42,2076.02,2735.96,2297.67
1249.68,1837.88,1793.42,2076.02,2735.96,2297.67
1249.68,1856.26,1793.42,2076.02,2735.96,2297.67
1249.68,1856.26,1793.42,2096.78,2735.96,2297.67
1249.68,1856.26,1793.42,2096.78,2735.96,2297.67
1249.68,1856.26,1793.42,2096.78,2735.96,2320.65
1249.68,1856.26,1793.42,2096.78,2735.96,2320.65
1262.18,1856.26,1793.42,2096.78,2763.32,2320.65
1262.18,1856.26,1793.42,2096.78,2763.32,2320.65
1262.18,1856.26,1793.42,2096.78,2763.32,2320.65
1262.18,1856.26,1793.42,2096.78,2763.32,2320.65
1262.18,1856.26,1811.35,2096.78,2763.32,2320.65
1262.18,1856.26,1811.35,2096.78,2763.32,2320.65
1262.18,1856.26,1811.35,2096.78,2763.32,2320.65
